MeanTemperatureC,MeanDewPointC,MeanHumidity,MeanSeaLevelPressurehPa,MeanVisibilityKm,MeanWindSpeedKmh,MaxGustSpeedKmh,Precipitationmm,CloudCover,Events
23,4,33,1018,24,10,53,0.0,2,0
22,1,26,1021,9,10,42,0.0,3,1
21,2,29,1021,10,10,34,0.0,6,0
22,3,30,1020,10,8,32,0.0,1,1
21,4,32,1017,10,8,35,0.0,6,0
22,2,28,1013,10,11,55,0.0,2,0
20,9,53,1012,10,14,24,0.0,5,0
18,11,70,1015,10,11,29,0.0,4,0
17,1,39,1022,10,13,53,0.0,1,1
19,6,45,1019,10,5,35,0.0,3,1
20,7,43,1017,10,8,40,0.0,2,1
22,7,38,1016,10,8,61,0.0,1,0
21,2,28,1014,10,18,26,0.0,6,0
18,3,36,1019,10,13,27,0.0,1,1
18,2,33,1022,10,8,29,0.0,1,1
19,-1,31,1024,10,16,52,0.0,6,1
21,0,25,1021,4,6,35,0.0,3,1
23,3,28,1018,22,6,47,0.0,5,0
26,2,24,1017,10,6,40,0.0,6,0
26,1,24,1016,10,8,26,0.0,1,0
24,6,33,1015,10,8,53,0.0,6,0
19,3,34,1017,10,8,39,0.0,3,1
28,6,78,1019,10,14,27,0.0,6,1
11,8,30,1019,23,11,29,0.0,1,0
21,4,32,1018,10,10,77,0.0,3,0
21,4,35,1022,26,6,53,0.0,1,0
23,3,27,1021,10,5,35,0.0,1,0
26,4,26,1022,10,5,32,0.0,1,0
27,5,25,1023,10,6,27,0.0,4,0
27,6,27,1021,10,6,53,0.0,2,1
26,7,30,1017,10,10,47,0.0,3,1
23,8,37,1009,10,13,35,0.0,4,0
18,4,38,1010,10,8,63,0.0,3,0
18,7,49,1013,10,16,23,0.0,5,0
18,6,43,1019,10,8,80,0.0,2,0
20,7,39,1017,10,8,42,0.0,5,0
20,9,50,1016,10,10,42,0.0,4,0
22,9,48,1019,10,6,63,0.0,1,0
26,7,31,1020,18,6,37,0.0,5,0
26,7,30,1019,10,5,48,0.0,1,0
24,4,27,1016,10,6,40,0.0,1,0
22,8,39,1013,10,11,69,0.0,6,1
19,7,46,1017,10,11,47,0.0,4,0
21,4,34,1016,10,10,52,0.0,3,0
22,5,32,1016,10,8,24,0.0,1,0
20,4,36,1013,10,14,45,0.0,1,0
18,3,37,1016,10,19,60,0.0,3,0
19,1,33,1022,10,5,27,0.0,2,0
22,1,27,1020,10,6,39,0.0,1,0
24,3,25,1017,10,6,61,0.0,1,0
26,3,24,1014,9,8,53,0.0,2,0
24,3,25,1013,10,8,35,0.0,2,0
23,6,31,1016,10,6,39,0.0,1,0
24,7,32,1016,10,10,27,0.0,4,0
22,5,29,1016,10,8,48,0.0,4,0
23,6,33,1016,10,6,55,0.0,2,1
24,12,45,1019,10,11,55,0.0,2,1
26,8,34,1023,10,8,58,0.0,5,0
28,9,29,1021,9,13,61,0.0,5,0
28,7,27,1019,9,13,29,0.0,5,0
24,10,41,1017,10,13,40,0.0,1,0
23,8,40,1018,10,6,37,0.0,2,0
23,5,30,1021,10,8,39,0.0,3,0
23,8,36,1024,10,10,48,0.0,1,0
24,5,27,1023,10,5,24,0.0,1,1
26,6,29,1019,18,8,53,0.0,1,1
24,6,30,1016,10,10,55,0.0,2,0
24,7,31,1016,10,6,40,0.0,2,0
24,11,43,1021,10,13,34,0.0,3,0
26,11,39,1022,10,8,32,0.0,2,0
26,11,41,1020,10,3,58,0.0,3,0
27,11,41,1016,9,8,42,0.0,4,1
26,12,48,1016,10,11,53,0.0,2,1
24,11,44,1017,10,8,39,0.0,5,0
23,6,32,1018,10,8,27,0.0,3,1
21,6,41,1017,10,8,39,0.0,1,0
21,8,40,1014,10,13,32,0.0,2,0
21,4,36,1014,10,11,37,0.0,1,1
21,4,32,1017,10,5,40,0.0,2,0
24,6,33,1018,10,6,40,0.0,2,1
24,7,32,1020,9,6,50,0.0,1,0
26,5,28,1019,26,5,72,0.0,4,1
26,4,26,1017,10,6,58,0.0,2,0
26,7,29,1017,10,8,58,0.0,5,0
27,10,36,1017,10,8,47,0.0,5,1
24,8,34,1017,10,8,39,0.0,4,0
25,10,39,1015,10,11,37,0.0,3,0
21,10,46,1016,10,10,42,0.0,2,1
22,9,44,1017,10,5,32,0.0,4,1
22,8,40,1017,10,8,63,0.0,3,1
21,6,40,1017,10,14,58,0.0,4,1
22,7,40,1017,10,8,37,0.0,3,1
24,12,52,1016,10,6,29,0.0,3,1
23,12,55,1017,10,6,39,0.0,2,0
23,9,42,1019,10,10,45,0.0,2,0
22,7,40,1016,10,8,66,0.0,3,1
20,4,37,1020,10,10,35,0.0,1,1
21,6,41,1021,10,6,32,0.0,4,1
22,4,34,1017,10,6,27,0.0,4,0
21,3,34,1017,9,8,24,0.0,5,0
20,2,29,1017,10,5,27,0.0,2,0
21,3,32,1020,8,6,37,0.0,0,0
21,3,32,1019,10,6,26,0.0,1,0
21,3,29,1014,10,6,53,0.0,1,1
20,7,44,1017,10,11,40,0.0,1,0
21,3,32,1019,30,6,45,0.0,5,0
20,1,30,1016,10,10,47,0.0,6,0
16,-1,37,1016,25,16,63,0.0,5,0
17,3,42,1014,10,6,29,0.0,3,0
19,9,54,1016,10,6,34,0.0,4,1
21,13,63,1015,10,8,39,0.0,4,0
17,12,74,1008,9,10,29,0.0,5,0
14,12,79,1007,10,16,45,0.0,6,0
17,10,65,1014,10,11,47,0.0,6,0
14,5,53,1021,9,8,37,0.0,2,0
14,6,60,1022,10,5,39,0.0,1,1
16,7,58,1019,9,6,50,0.0,4,0
16,12,75,1014,9,8,39,0.0,6,0
15,11,77,1016,10,3,61,0.0,4,0
16,12,79,1020,8,3,61,0.0,4,1
17,11,68,1021,9,6,42,0.0,0,0
19,12,66,1018,10,6,42,0.0,2,0
19,12,66,1018,9,11,74,0.0,3,1
18,9,60,1017,10,6,47,0.0,2,0
18,9,61,1016,10,10,66,0.0,6,0
16,14,87,1016,8,8,47,0.0,5,0
14,9,70,1018,10,16,39,0.0,2,0
14,11,79,1017,10,14,40,0.0,6,0
12,6,67,1016,10,6,32,0.0,4,0
14,6,61,1021,10,10,52,0.0,3,1
19,12,66,1025,10,14,53,0.0,5,0
17,14,83,1024,10,10,39,0.0,6,0
14,11,79,1024,10,5,48,0.0,5,0
14,11,79,1023,8,5,32,0.0,4,1
14,11,77,1022,9,6,48,0.0,3,0
17,10,72,1024,10,5,47,0.0,3,0
17,12,76,1018,10,11,47,0.0,5,0
14,13,92,1015,9,6,32,0.0,6,0
13,12,89,1008,9,18,64,0.0,6,1
11,9,88,1007,10,10,69,0.0,5,0
13,9,72,1017,10,13,60,0.0,4,1
16,10,76,1018,10,6,55,0.0,5,0
14,10,75,1023,10,8,52,0.0,3,0
12,7,78,1030,9,3,27,0.0,1,1
12,8,84,1028,10,5,53,0.0,4,0
14,9,80,1023,10,5,39,0.0,2,1
14,10,81,1021,9,5,55,0.0,4,0
17,12,75,1024,10,8,40,0.0,6,0
18,9,67,1029,10,6,53,0.0,1,0
16,8,69,1028,10,5,37,0.0,3,0
16,8,69,1027,10,5,47,0.0,5,0
14,1,48,1028,10,11,53,0.0,1,0
12,-3,38,1028,10,8,39,0.0,1,1
11,6,72,1028,10,5,40,0.0,4,1
10,9,91,1024,9,5,34,0.0,5,1
10,7,80,1021,9,8,60,0.0,4,0
10,4,70,1023,10,11,21,0.0,3,0
10,3,71,1025,10,6,48,0.0,5,0
10,2,64,1020,8,8,52,0.0,1,0
6,-4,48,1014,10,18,60,0.0,2,0
3,-12,38,1016,10,23,72,0.0,1,0
4,-9,46,1015,10,6,61,0.0,8,0
6,-2,57,1017,10,10,52,0.0,3,0
9,2,61,1018,10,10,39,0.0,2,0
6,-4,48,1018,10,29,72,0.0,2,0
2,-4,63,1017,10,10,42,0.0,6,0
7,0,68,1020,10,14,52,0.0,6,1
4,2,83,1023,9,3,50,0.0,6,0
4,3,87,1021,9,3,45,0.0,5,0
4,1,80,1022,8,3,47,0.0,3,0
6,0,71,1025,9,5,47,0.0,3,1
6,2,69,1028,10,6,58,0.0,5,0
7,-1,65,1026,10,5,45,0.0,1,0
7,-2,56,1024,10,10,52,0.0,2,0
6,-1,68,1024,10,6,27,0.0,6,0
6,-1,73,1021,10,6,42,0.0,1,1
4,1,84,1017,6,5,53,0.0,7,0
8,2,72,1018,8,5,37,0.0,5,0
3,-3,66,1027,10,3,29,0.0,3,0
6,-1,77,1028,8,5,42,0.0,2,0
4,1,83,1026,7,5,53,0.0,0,1
1,2,97,1024,2,3,29,0.0,3,1
6,2,88,1022,1,5,34,0.0,3,1
4,1,82,1025,6,5,34,0.0,0,0
4,1,92,1029,3,2,60,0.0,2,1
6,1,87,1031,3,2,47,0.0,2,1
6,-1,74,1029,6,5,32,0.0,0,1
6,1,78,1024,10,3,35,0.0,4,0
4,1,82,1025,8,5,53,0.0,0,0
4,2,80,1027,10,6,47,0.0,5,0
4,1,75,1028,10,6,27,0.0,4,1
6,1,75,1026,10,3,39,0.0,5,0
3,-2,76,1021,9,3,71,0.0,2,0
0,-3,79,1019,10,5,39,0.0,6,0
2,-7,66,1016,5,6,50,0.0,0,0
-2,-12,49,1020,10,11,53,0.0,1,1
-2,-11,63,1022,5,5,40,0.0,3,0
-1,-9,60,1023,13,5,39,0.0,1,0
2,-3,66,1024,10,8,47,0.0,3,1
3,-1,69,1026,10,3,55,0.0,6,0
5,-1,72,1023,10,3,39,0.0,5,0
2,-4,69,1022,10,6,42,0.0,1,0
-3,-4,86,1017,8,3,47,0.0,5,0
1,-1,88,1011,6,6,48,0.0,6,1
0,-11,48,1017,10,8,29,0.0,6,1
-1,-6,72,1018,10,5,48,0.0,3,0
-1,-3,89,1019,5,3,52,0.0,3,0
0,-4,84,1025,5,5,42,0.0,0,1
0,-3,84,1027,6,5,47,0.0,3,1
-2,-2,93,1022,3,3,55,0.0,6,1
1,0,91,1018,5,2,26,0.0,4,1
7,6,96,1019,7,3,23,0.0,5,0
8,7,90,1024,10,5,23,0.0,6,0
7,6,91,1023,9,8,50,0.0,6,0
8,7,94,1019,9,5,42,0.0,6,0
8,6,87,1024,9,5,61,0.0,3,1
9,5,79,1031,10,5,40,0.0,6,0
7,3,78,1031,10,3,23,0.0,5,0
3,0,84,1025,7,2,39,0.0,2,1
4,1,82,1025,10,5,32,0.0,6,0
6,2,81,1032,10,5,34,0.0,5,0
4,2,82,1033,10,3,48,0.0,5,1
3,0,88,1034,6,3,48,0.0,2,1
3,1,87,1033,8,3,50,0.0,3,0
6,6,95,1031,4,3,53,0.0,7,0
7,5,92,1029,2,3,40,0.0,3,1
3,2,94,1026,4,3,39,0.0,4,1
3,0,82,1026,7,6,50,0.0,1,1
3,1,82,1025,10,5,42,0.0,6,0
6,3,91,1024,9,3,37,0.0,5,0
4,2,88,1027,9,3,35,0.0,6,0
6,2,83,1030,10,5,29,0.0,3,0
4,2,84,1025,9,6,32,0.0,3,0
4,3,85,1023,8,11,35,0.0,4,1
8,7,89,1015,8,10,45,0.0,6,0
8,3,72,1023,10,16,39,0.0,2,0
4,2,94,1029,2,5,27,0.0,3,1
6,5,93,1032,5,3,29,0.0,6,1
7,4,87,1032,8,5,66,0.0,4,0
7,3,84,1032,8,5,63,0.0,0,0
9,3,78,1031,11,5,24,0.0,2,1
8,2,69,1027,9,6,72,0.0,1,1
9,4,71,1029,10,10,45,0.0,3,0
6,1,77,1031,6,5,26,0.0,0,0
6,-1,71,1028,31,5,50,0.0,3,1
6,2,76,1024,10,8,52,0.0,6,0
8,6,85,1029,9,5,60,0.0,5,0
10,7,86,1023,8,11,53,0.0,6,1
7,-1,58,1022,10,21,42,0.0,3,0
8,3,69,1026,10,6,26,0.0,2,1
8,5,77,1030,9,6,42,0.0,1,0
7,4,91,1027,6,3,50,0.0,4,1
7,6,91,1026,5,5,21,0.0,1,1
8,6,91,1025,5,3,50,0.0,3,1
9,5,83,1026,7,3,29,0.0,2,0
9,4,77,1022,9,5,27,0.0,0,1
7,-1,61,1019,10,13,69,0.0,1,0
7,-2,55,1021,10,16,58,0.0,3,0
3,-3,62,1020,10,8,34,0.0,1,0
5,-1,70,1020,10,6,23,0.0,3,1
4,-2,66,1025,9,8,60,0.0,2,1
7,-3,54,1031,9,6,32,0.0,2,0
4,-3,58,1029,9,8,40,0.0,4,0
9,-1,54,1022,10,14,50,0.0,3,0
9,-1,52,1023,10,8,27,0.0,1,0
9,1,60,1024,10,5,29,0.0,2,0
8,1,65,1023,10,5,40,0.0,4,0
8,2,66,1021,10,6,34,0.0,4,0
7,3,76,1022,8,6,53,0.0,6,0
6,4,81,1020,8,8,39,0.0,6,1
11,4,64,1015,10,14,39,0.0,6,0
8,4,74,1007,10,11,50,0.0,5,0
6,-1,69,1011,10,5,40,0.0,3,1
3,0,81,1013,9,8,69,0.0,7,0
7,3,85,1010,10,5,55,0.0,6,0
6,1,72,1009,10,11,53,0.0,6,0
9,0,55,1016,10,24,47,0.0,3,0
8,3,68,1023,10,6,37,0.0,6,1
8,3,71,1022,10,5,37,0.0,2,0
9,4,75,1020,8,3,48,0.0,4,0
9,4,67,1019,10,8,34,0.0,3,0
11,4,67,1016,9,6,26,0.0,5,0
13,4,55,1011,10,10,35,0.0,4,0
10,4,70,1007,9,14,63,0.0,6,0
8,6,84,1006,9,19,72,0.0,6,1
9,6,83,1012,8,13,40,0.0,5,0
8,7,90,1011,9,5,35,0.0,6,0
4,4,89,1017,6,8,48,0.0,5,1
11,8,82,1020,10,10,53,0.0,5,1
12,8,84,1026,9,10,29,0.0,4,1
13,9,81,1029,3,3,34,0.0,5,1
14,8,69,1029,26,6,29,0.0,2,0
16,5,59,1028,11,5,48,0.0,4,0
14,3,49,1023,8,5,50,0.0,1,1
16,3,47,1019,10,5,64,0.0,1,1
13,-1,40,1018,10,5,35,0.0,1,0
11,-2,38,1020,10,6,26,0.0,2,0
11,-2,42,1017,10,8,45,0.0,5,0
9,1,56,1014,10,11,53,0.0,5,1
11,3,65,1017,10,5,47,0.0,6,0
10,3,66,1022,10,5,27,0.0,1,0
11,2,59,1019,10,5,47,0.0,1,0
11,2,57,1015,10,6,39,0.0,4,1
12,2,50,1010,10,8,24,0.0,5,0
8,1,62,1007,10,16,42,0.0,5,0
7,-2,54,1012,10,8,24,0.0,3,0
7,2,72,1008,9,6,40,0.0,4,0
9,6,83,1001,10,14,34,0.0,5,0
9,4,76,1004,9,10,40,0.0,5,1
9,5,75,1010,9,2,48,0.0,4,0
10,4,68,1012,10,6,52,0.0,3,1
9,4,73,1004,10,6,34,0.0,4,1
7,3,79,992,10,11,89,0.0,6,0
9,6,80,995,9,16,42,0.0,6,0
9,2,65,1005,10,10,39,0.0,5,0
8,0,57,1012,10,10,50,0.0,3,1
10,1,56,1016,10,6,37,0.0,6,1
8,0,57,1018,10,5,29,0.0,3,0
10,2,59,1017,10,5,26,0.0,2,0
13,4,56,1018,10,5,34,0.0,2,0
14,5,55,1022,10,5,40,0.0,3,1
14,5,55,1026,10,5,53,0.0,1,0
16,3,45,1027,28,5,52,0.0,2,1
14,2,42,1029,26,5,27,0.0,2,0
16,2,44,1028,10,5,26,0.0,4,0
17,3,40,1025,10,6,37,0.0,3,0
18,3,39,1023,10,3,24,0.0,2,1
17,4,42,1020,10,6,35,0.0,3,0
18,6,44,1016,10,5,27,0.0,6,1
17,6,49,1013,10,10,45,0.0,4,1
16,4,44,1016,10,8,50,0.0,5,0
17,5,48,1016,10,8,45,0.0,1,1
17,2,37,1012,10,16,42,0.0,2,0
11,1,51,1011,10,14,63,0.0,4,0
10,-1,48,1016,10,23,55,0.0,4,0
10,-2,44,1022,10,8,29,0.0,2,1
10,4,68,1018,10,5,24,0.0,7,1
7,5,83,1014,9,10,52,0.0,5,0
8,6,83,1008,10,11,37,0.0,6,0
8,8,93,1007,7,6,39,0.0,6,0
12,8,81,1010,9,6,42,0.0,6,0
13,7,69,1014,10,6,40,0.0,6,0
12,8,78,1016,10,6,39,0.0,5,1
12,5,64,1019,10,6,32,0.0,2,1
14,7,61,1019,10,10,63,0.0,1,1
17,9,62,1024,10,8,34,0.0,1,0
19,10,61,1024,10,5,42,0.0,5,0
20,11,55,1019,10,8,35,0.0,3,1
18,7,50,1015,10,18,53,0.0,5,0
14,5,55,1022,10,10,53,0.0,2,0
16,4,46,1023,10,3,53,0.0,1,0
18,7,49,1015,10,6,52,0.0,4,0
18,6,41,1009,10,13,55,0.0,4,0
17,7,55,1006,10,19,48,0.0,6,0
14,2,47,1016,10,18,34,0.0,5,1
16,6,52,1020,10,8,50,0.0,1,0
18,3,41,1019,10,11,27,0.0,2,0
16,2,42,1016,10,10,42,0.0,2,1
14,0,39,1016,10,13,35,0.0,3,0
17,3,42,1015,30,5,35,0.0,2,0
18,5,41,1016,10,6,47,0.0,1,0
22,7,41,1019,10,10,29,0.0,1,1
21,8,45,1020,10,8,37,0.0,4,1
23,10,47,1019,10,6,24,0.0,2,0
23,11,43,1017,10,8,42,0.0,2,0
23,10,41,1014,10,10,32,0.0,4,0
18,7,47,1008,10,14,63,0.0,4,0
17,7,61,1007,10,23,48,0.0,5,0
13,6,65,1011,9,13,52,0.0,4,0
13,7,67,1015,10,11,39,0.0,4,0
14,3,50,1015,10,16,58,0.0,5,1
14,4,49,1019,10,8,26,0.0,2,1
20,8,49,1020,10,11,48,0.0,1,0
21,5,37,1021,10,5,63,0.0,3,0
23,7,36,1021,10,6,39,0.0,5,0
23,4,32,1021,9,10,39,0.0,1,1
24,4,30,1019,10,6,39,0.0,3,0
26,6,28,1019,10,8,50,0.0,1,1
27,7,29,1019,10,8,47,0.0,1,1
27,7,30,1019,10,11,84,0.0,2,0
27,7,28,1019,10,11,39,0.0,3,1
25,11,42,1019,10,6,32,0.0,6,0
24,11,47,1019,10,8,48,0.0,3,0
26,7,29,1022,10,8,37,0.0,1,0
26,6,29,1022,9,6,35,0.0,3,0
27,6,27,1019,10,8,42,0.0,4,1
26,10,39,1017,10,13,64,0.0,3,0
26,11,44,1021,10,11,60,0.0,2,0
29,11,38,1019,9,16,52,0.0,4,1
24,7,32,1017,9,18,42,0.0,1,1
23,7,35,1017,10,8,34,0.0,1,1
23,8,37,1018,10,8,42,0.0,2,0
22,11,56,1017,10,10,27,0.0,4,1
19,12,70,1016,10,6,34,0.0,5,0
21,10,50,1014,10,8,42,0.0,1,0
23,6,34,1016,10,11,52,0.0,3,1
26,8,34,1019,10,10,29,0.0,3,0
24,7,34,1017,10,8,32,0.0,2,0
26,9,37,1017,10,8,50,0.0,1,0
26,11,42,1018,10,6,27,0.0,3,0
24,12,48,1015,9,14,52,0.0,4,1
23,9,39,1014,10,16,53,0.0,5,1
23,11,48,1015,10,14,42,0.0,3,0
23,6,35,1017,10,8,45,0.0,1,0
24,8,37,1020,10,10,37,0.0,2,0
23,8,39,1021,10,13,50,0.0,4,0
20,2,31,1023,10,13,37,0.0,2,0
20,5,38,1020,10,19,45,0.0,3,0
22,7,39,1018,10,16,55,0.0,1,1
23,6,35,1019,10,13,39,0.0,1,0
26,5,29,1016,13,6,34,0.0,8,1
26,4,26,1014,10,6,40,0.0,1,0
26,8,32,1017,10,6,50,0.0,4,0
26,8,39,1017,10,6,37,0.0,3,1
22,7,34,1017,10,10,58,0.0,2,0
20,10,51,1020,10,11,27,0.0,3,1
24,8,41,1023,10,8,42,0.0,1,0
26,10,40,1021,10,8,42,0.0,1,0
27,9,36,1018,10,10,35,0.0,1,0
27,9,33,1016,10,5,48,0.0,2,0
28,8,30,1016,10,6,48,0.0,1,1
27,9,32,1016,10,11,48,0.0,1,1
27,9,34,1015,10,8,50,0.0,3,0
23,10,44,1013,10,18,53,0.0,1,1
22,4,35,1013,10,14,32,0.0,1,1
24,4,29,1013,10,8,45,0.0,3,0
23,2,24,1014,10,10,48,0.0,1,0
23,4,28,1015,10,11,42,0.0,1,1
23,4,29,1015,10,10,47,0.0,1,0
23,8,34,1019,10,6,40,0.0,2,1
24,9,38,1019,10,13,27,0.0,3,0
24,6,35,1016,10,13,45,0.0,3,0
22,7,38,1014,10,13,48,0.0,4,0
22,9,48,1012,10,19,48,0.0,5,0
20,3,35,1017,9,11,27,0.0,2,1
23,7,36,1019,10,5,32,0.0,1,1
26,6,30,1017,10,5,35,0.0,3,0
27,6,29,1017,10,6,29,0.0,4,0
26,10,37,1018,10,8,34,0.0,4,1
24,10,39,1018,10,6,29,0.0,2,0
26,9,36,1015,10,6,58,0.0,1,1
24,7,31,1013,10,8,35,0.0,2,0
26,9,36,1015,10,11,37,0.0,2,0
26,7,30,1017,10,8,47,0.0,2,0
24,7,32,1015,10,6,52,0.0,1,0
23,8,39,1014,10,6,32,0.0,1,0
23,9,45,1013,9,8,39,0.0,1,1
22,12,58,1016,10,11,52,0.0,2,0
20,12,63,1018,10,8,39,0.0,5,1
19,11,62,1019,10,8,64,0.0,4,1
18,9,59,1019,10,10,39,0.0,4,0
19,9,55,1020,10,8,71,0.0,4,0
20,9,53,1020,10,6,29,0.0,2,1
22,8,44,1020,10,8,34,0.0,2,1
22,7,40,1021,10,6,32,0.0,3,1
23,9,42,1021,10,13,42,0.0,4,1
23,11,47,1018,10,10,26,0.0,3,0
21,10,51,1017,9,8,35,0.0,2,0
20,9,49,1017,8,13,47,0.0,1,0
20,5,39,1020,10,8,45,0.0,1,0
20,7,45,1021,10,11,27,0.0,1,0
19,7,43,1016,10,8,45,0.0,3,1
19,11,58,1013,10,11,42,0.0,5,0
18,8,60,1016,10,11,39,0.0,4,0
17,6,51,1022,10,5,37,0.0,1,0
19,7,47,1020,10,5,45,0.0,1,0
20,6,39,1015,10,6,55,0.0,4,0
21,7,40,1013,10,5,48,0.0,1,0
22,10,47,1015,10,6,50,0.0,3,0
21,11,49,1015,10,5,35,0.0,3,0
20,15,76,1014,10,11,34,0.0,6,0
20,14,77,1013,10,10,40,0.0,5,0
20,14,73,1013,10,14,66,0.0,6,0
20,14,72,1017,10,8,27,0.0,4,0
20,13,70,1018,9,6,45,0.0,5,1
19,13,74,1017,10,10,60,0.0,5,1
18,13,76,1014,10,8,37,0.0,5,0
17,11,73,1012,9,6,24,0.0,5,1
12,1,49,1013,8,6,23,0.0,0,0
13,-1,40,1016,20,8,34,0.0,5,0
16,4,51,1020,10,5,42,0.0,2,0
16,1,39,1021,30,5,63,0.0,8,1
16,3,43,1021,9,5,32,0.0,3,1
18,6,46,1022,10,5,29,0.0,1,1
19,12,65,1022,10,5,34,0.0,5,1
17,13,84,1021,8,8,63,0.0,7,0
16,13,87,1022,8,3,27,0.0,6,0
17,12,77,1025,9,3,37,0.0,2,1
18,12,71,1024,10,5,37,0.0,3,0
18,11,65,1024,10,6,24,0.0,4,0
18,8,60,1019,10,3,50,0.0,4,0
16,7,59,1015,10,5,60,0.0,2,1
14,12,84,1010,9,6,58,0.0,5,1
13,9,76,1002,10,13,52,0.0,4,0
10,5,72,1007,9,10,34,0.0,5,0
12,4,64,1016,10,6,32,0.0,3,0
16,10,68,1019,10,10,40,0.0,3,0
14,11,81,1017,6,5,45,0.0,4,0
16,12,75,1016,10,8,39,0.0,4,0
14,11,75,1016,10,6,29,0.0,4,0
18,11,71,1013,10,13,48,0.0,5,0
13,6,62,1016,10,19,40,0.0,3,0
10,3,66,1020,10,5,72,0.0,4,1
13,7,69,1019,10,5,32,0.0,1,1
12,10,79,1014,10,6,26,0.0,5,0
16,12,82,1010,9,18,72,0.0,5,0
14,9,72,1013,10,26,58,0.0,3,0
13,7,66,1019,10,18,52,0.0,3,0
10,7,78,1021,10,6,40,0.0,4,0
14,11,86,1023,8,6,27,0.0,5,0
13,11,93,1028,6,2,55,0.0,5,1
13,9,89,1029,2,5,34,0.0,5,1
16,9,73,1028,6,6,53,0.0,6,1
14,8,74,1023,8,5,39,0.0,0,0
13,9,77,1017,10,11,32,0.0,4,0
13,8,78,1021,8,5,47,0.0,4,1
10,8,89,1025,5,5,47,0.0,5,1
10,10,94,1026,4,3,64,0.0,6,1
16,12,86,1023,7,5,32,0.0,5,0
12,7,75,1024,7,6,40,0.0,2,1
12,6,67,1024,10,6,60,0.0,3,0
13,7,68,1025,10,5,40,0.0,3,0
10,0,47,1028,10,18,58,0.0,1,0
8,1,62,1027,10,3,53,0.0,6,1
13,2,50,1022,10,8,35,0.0,6,1
12,7,73,1021,10,6,42,0.0,1,1
10,8,83,1019,6,5,34,0.0,6,1
12,8,77,1016,10,13,47,0.0,5,0
11,7,79,1007,9,16,64,0.0,5,0
8,6,89,993,9,13,48,0.0,5,0
8,6,87,993,9,6,35,0.0,6,0
7,5,89,1001,10,8,42,0.0,5,0
8,5,85,1013,10,5,34,0.0,5,0
7,6,92,1017,8,3,29,0.0,4,1
10,8,91,1009,9,11,48,0.0,6,0
8,4,80,1008,10,6,40,0.0,3,0
9,6,85,1005,8,13,53,0.0,4,0
8,7,89,1009,9,14,47,0.0,5,0
9,7,85,1007,9,14,53,0.0,5,0
7,6,93,1001,9,6,47,0.0,5,0
7,4,83,1005,10,8,74,0.0,5,1
3,3,93,1016,4,3,29,0.0,5,1
8,7,97,1017,5,5,42,0.0,7,1
11,6,74,1019,8,10,39,0.0,4,1
8,4,79,1025,10,13,93,0.0,4,0
9,4,72,1029,10,5,29,0.0,3,0
8,7,86,1023,10,6,37,0.0,4,0
7,4,74,1018,8,10,40,0.0,4,1
8,3,66,1017,10,11,48,0.0,3,1
7,4,83,1019,10,3,32,0.0,2,0
8,-2,55,1019,10,26,37,0.0,2,0
8,0,60,1017,10,26,52,0.0,2,1
6,1,71,1015,23,6,26,0.0,2,1
3,0,80,1016,10,3,48,0.0,3,0
3,2,90,1012,6,5,52,0.0,6,0
7,6,88,1007,9,13,71,0.0,5,0
8,6,87,1012,10,11,48,0.0,5,0
6,3,88,1019,10,5,26,0.0,4,0
5,3,89,1021,9,5,34,0.0,4,0
9,7,87,1017,10,11,71,0.0,5,0
6,5,90,1024,9,10,29,0.0,2,1
4,2,91,1022,10,5,53,0.0,3,1
9,8,96,1017,8,6,61,0.0,6,0
13,12,93,1017,10,8,37,0.0,5,0
11,11,96,1019,7,5,42,0.0,6,1
10,9,91,1023,9,5,50,0.0,4,0
8,7,94,1026,5,3,64,0.0,6,1
7,6,90,1023,9,3,50,0.0,6,0
6,4,89,1018,8,5,39,0.0,4,1
8,8,94,1021,9,6,50,0.0,5,0
11,10,90,1023,10,14,32,0.0,5,0
12,9,85,1018,10,14,40,0.0,5,0
10,7,82,1004,9,24,61,0.0,5,0
8,2,63,1017,10,19,45,0.0,2,1
4,2,83,1024,9,5,26,0.0,4,1
7,4,88,1019,8,8,50,0.0,5,0
9,3,71,1023,10,18,34,0.0,2,1
9,8,93,1023,9,10,29,0.0,5,0
11,10,96,1018,7,11,53,0.0,6,1
10,8,81,1017,10,19,55,0.0,4,1
9,4,75,1017,10,13,40,0.0,3,0
4,3,93,1009,6,5,60,0.0,4,1
7,0,64,1008,10,21,63,0.0,3,0
3,2,90,1011,8,10,35,0.0,4,0
7,2,75,1007,10,11,29,0.0,5,1
4,1,79,1006,10,19,48,0.0,4,0
3,-4,62,1013,10,23,39,0.0,2,0
1,-6,62,1019,10,8,40,0.0,1,0
1,-6,66,1024,10,10,35,0.0,1,1
0,-7,66,1032,15,5,74,0.0,3,1
0,-7,65,1033,9,5,42,0.0,0,1
1,-6,68,1031,9,5,45,0.0,0,0
2,-3,72,1029,9,5,47,0.0,0,0
2,-2,80,1025,7,5,34,0.0,0,1
1,0,95,1025,3,3,29,0.0,4,1
7,2,76,1019,7,13,60,0.0,4,1
6,4,86,1015,10,14,66,0.0,6,0
8,5,82,1007,10,26,80,0.0,5,0
7,6,89,1013,9,18,42,0.0,6,0
7,0,61,1026,10,19,24,0.0,1,1
6,-2,61,1032,30,8,32,0.0,3,0
